location,total_sqft,bath,balcony,bhk,price
Sarjapur  Road,1044.0,2.0,1.0,2,34.77
Nagarbhavi,1190.0,2.0,2.0,2,63.0
Nagadevanahalli,1240.0,2.0,2.0,3,65.0
Jigani,1352.0,3.0,1.0,3,65.0
Ashwathnagar,1100.0,2.0,2.0,2,55.0
Uttarahalli,1330.0,2.0,2.0,3,39.9
RR Layout,1700.0,3.0,2.0,3,111.0
Electronic City,1355.0,2.0,1.0,2,67.0
Ramamurthy Nagar,1200.0,2.0,1.0,2,46.0
Kengeri,400.0,2.0,1.0,1,25.0
Begur Road,1615.0,3.0,2.0,3,50.87
Vinayaka Nagar,1340.0,2.0,1.0,2,65.0
Jakkuru Layout,1200.0,2.0,1.0,2,54.0
Yeshwanthpur,400.0,1.0,0.0,1,55.0
Devanahalli,1080.0,2.0,1.0,2,52.0
Gollahalli,1600.0,2.0,1.0,2,31.0
Electronic City,1200.0,2.0,0.0,2,34.0
Hennur Road,2700.0,3.0,2.0,3,150.0
Billapura,1780.0,3.0,0.0,3,110.0
Amruthahalli,1605.0,3.0,2.0,3,65.0
Ulsoor,7200.0,5.0,2.0,4,1584.0
Doddabommasandra,646.0,2.0,1.0,3,65.0
Kammanahalli,1200.0,2.0,2.0,2,80.0
Margondanahalli,900.0,2.0,0.0,2,49.0
Sarjapur,1830.0,3.0,1.0,3,88.0
Vishwapriya Layout,690.0,4.0,1.0,5,83.0
Srirampuram,650.0,1.0,3.0,1,500.0
MS Pallya,1800.0,4.0,1.0,5,68.0
Chandapura,715.0,2.0,0.0,3,32.0
Chandapura,1230.0,2.0,2.0,3,31.37
Uttarahalli,1065.0,2.0,1.0,2,42.59
2nd Phase JP Nagar,1350.0,8.0,2.0,8,185.0
Srinagar,1080.0,3.0,2.0,3,149.0
KHB Colony Extension,900.0,2.0,0.0,3,65.0
Devasthanagalu,946.0,2.0,2.0,2,45.0
Laggere,1500.0,1.0,0.0,1,60.0
Sarjapur  Road,1711.0,3.0,1.0,3,110.0
Attur Layout,1200.0,3.0,2.0,4,160.0
Chandapura,950.0,2.0,1.0,2,25.65
Kudlu Gate,1656.0,3.0,2.0,3,80.0
Uttarahalli,1075.0,2.0,1.0,2,46.76
Harlur,1752.12,3.0,2.0,3,133.0
Hebbal,6000.0,8.0,0.0,8,220.0
Kaverappa Layout,1540.0,3.0,3.0,3,85.0
6th Phase JP Nagar,600.0,4.0,3.0,4,125.0
LB Shastri Nagar,665.0,1.0,2.0,1,32.0
Electronics City Phase 1,1145.0,2.0,1.0,2,54.0
Whitefield,1185.0,2.0,2.0,2,41.0
2nd Phase JP Nagar,1200.0,3.0,1.0,3,190.0
Marathahalli,1693.0,3.0,2.0,3,125.0
Dollars Layout,2456.0,3.0,3.0,3,220.0
Rajaji Nagar,2559.0,3.0,2.0,3,403.0
Uttarahalli,1155.0,2.0,1.0,2,40.6
Divya Unnathi Layout,1610.0,2.0,2.0,3,64.4
Whitefield,1200.0,3.0,2.0,3,56.58
Anjana Nagar,1530.0,2.0,1.0,2,185.0
EPIP Zone,1709.0,3.0,1.0,3,80.0
Amruthahalli,600.0,4.0,0.0,4,60.0
Subramanya Nagar,840.0,1.0,1.0,1,150.0
Gottigere,1400.0,2.0,1.0,3,50.0
KR Puram,1200.0,2.0,1.0,2,42.0
Janatha Colony,1439.0,3.0,1.0,3,57.23
Kasavanhalli,1375.0,2.0,2.0,2,72.0
BTM 2nd Stage,2990.0,5.0,3.0,5,416.0
Vijayanagar,1200.0,2.0,1.0,3,75.0
Yelahanka,1315.0,2.0,3.0,2,75.0
Dommasandra,1500.0,2.0,0.0,2,40.0
Yelahanka,3600.0,6.0,1.0,6,200.0
Vijayanagar,1178.0,2.0,3.0,2,82.0
Bannerghatta Road,1430.0,3.0,2.0,3,59.0
Mahadevpura,1400.0,2.0,2.0,3,65.8
Thanisandra,1093.0,2.0,2.0,2,72.0
Horamavu Banaswadi,1200.0,2.0,1.0,2,45.0
Magadi Road,5000.0,6.0,1.0,5,360.0
1st Block Jayanagar,1200.0,2.0,0.0,3,130.0
Whitefield,2210.0,3.0,2.0,3,156.0
Uttarahalli,1150.0,2.0,2.0,2,70.0
Silk Board,1435.0,2.0,1.0,3,60.0
Whitefield,1173.0,2.0,1.0,2,78.2
Thanisandra,1140.0,2.0,1.0,2,39.0
Jakkur Plantation,1717.0,3.0,3.0,3,120.0
Hoodi,1370.0,3.0,2.0,3,67.0
Electronics City Phase 1,1025.0,2.0,1.0,2,90.0
Doddakammanahalli,1409.0,2.0,3.0,3,62.0
Bellandur,1200.0,2.0,1.0,2,52.0
Thanisandra,1200.0,2.0,1.0,2,53.5
Whitefield,1740.0,4.0,3.0,3,130.0
Hennur Road,1232.0,2.0,1.0,2,88.0
Chandapura,1200.0,2.0,1.0,2,36.0
Whitefield,5924.0,4.0,3.0,4,625.0
Veersandra,1250.0,2.0,1.0,2,50.0
Munivenkatppa Layout,1475.0,2.0,2.0,2,171.0
Bommanahalli,2100.0,4.0,2.0,4,85.0
5th Phase JP Nagar,552.0,1.0,1.0,1,23.5
Uttarahalli,1065.0,2.0,2.0,3,42.59
Hennur,1000.0,3.0,1.0,3,130.0
Lakshmipura,1225.0,2.0,0.0,2,65.0
Harsha Layout,650.0,1.0,0.0,1,16.0
Padmanabhanagar,1067.0,2.0,2.0,2,52.0
Sarjapur,1364.0,2.0,2.0,3,56.0
Tata Nagar,1750.0,3.0,3.0,3,75.0
Bannerghatta Road,1240.0,2.0,1.0,2,71.0
Hulimavu,1200.0,2.0,0.0,2,75.0
Sathya Layout,1504.0,2.0,2.0,3,102.0
New Thippasandra,1116.0,2.0,1.0,2,49.8
Hennur Road,2365.0,4.0,2.0,3,175.0
Sarjapura - Attibele Road,1308.0,2.0,2.0,2,37.0
Vijayanagar,864.0,2.0,0.0,2,45.0
Vidyaranyapura,1200.0,5.0,1.0,5,139.0
Hebbal,1333.0,2.0,1.0,2,100.0
Chennammana Kere,1800.0,4.0,1.0,4,145.0
Thanisandra,1698.0,3.0,2.0,3,107.0
JP Nagar,1275.0,2.0,2.0,3,43.6
Raja Rajeshwari Nagar,1060.0,2.0,1.0,2,48.0
Hennur,1160.0,2.0,1.0,2,49.0
Hosa Road,675.0,3.0,1.0,3,70.0
Hennur Road,1310.0,2.0,1.0,2,66.0
Vijayanagar,1806.0,6.0,1.0,6,370.0
Varthur,2145.0,3.0,2.0,3,165.0
Marathahalli,1693.0,3.0,1.0,3,125.0
Jigani,1230.0,3.0,3.0,3,60.0
Devanahalli,1200.0,3.0,1.0,3,145.0
Bommasandra Industrial Area,1310.0,2.0,1.0,3,37.83
Tigalarpalya,1150.0,2.0,1.0,2,60.0
Munnekollal,1385.0,2.0,2.0,3,66.5
Tumkur Road,1066.0,2.0,2.0,2,52.5
Thanisandra,2293.0,3.0,2.0,3,80.26
Tindlu,720.0,3.0,1.0,3,81.0
2nd Block Bel Layout,1625.0,3.0,3.0,3,92.0
Vittasandra,1246.0,2.0,1.0,2,67.4
Vijayanagar,2100.0,6.0,1.0,4,252.0
sarjapura main road,2400.0,4.0,3.0,4,250.0
7th Phase JP Nagar,1000.0,2.0,1.0,2,70.65
Nagavarapalya,907.0,2.0,2.0,2,38.0
Ulsoor,3500.0,4.0,0.0,4,138.0
Varthur,1395.0,2.0,3.0,3,79.0
Kumbena Agrahara,1180.0,2.0,2.0,2,50.0
Banaswadi,1903.0,6.0,2.0,5,140.0
Electronic City,1175.0,2.0,1.0,2,47.0
Coconut Grove Layout,1272.0,2.0,2.0,2,51.5
Hiremath Layout,1490.0,2.0,1.0,3,92.0
Yeshwanthpur,1144.0,2.0,2.0,2,67.0
Hormavu,1143.0,2.0,1.0,2,53.0
Karuna Nagar,2500.0,3.0,2.0,3,190.0
Whitefield,1216.0,2.0,1.0,2,75.0
Nallurhalli,1044.0,2.0,1.0,2,60.0
Prithvi Layout,1352.0,3.0,1.0,2,93.0
Hennur Road,1552.0,3.0,3.0,3,75.0
Bellandur,1785.0,3.0,2.0,3,120.0
Pai Layout,810.0,2.0,2.0,2,34.5
Banashankari Stage V,1650.0,3.0,2.0,3,51.98
Akshayanagara East,1595.0,3.0,2.0,3,70.39
Whitefield,1060.0,2.0,1.0,2,35.0
Babusapalaya,1410.0,2.0,3.0,3,65.0
Nagarbhavi,1523.0,2.0,2.0,3,56.0
Kanakpura Road,1591.0,3.0,1.0,3,122.0
Ashwath Nagar,1640.0,3.0,3.0,3,84.0
Yelahanka New Town,450.0,1.0,0.0,1,16.0
Bannerghatta Road,1305.0,2.0,2.0,3,60.0
Yelahanka,1590.0,3.0,1.0,3,54.0
Kaggadasapura,1240.0,2.0,3.0,2,45.0
MCECHS  layout,1200.0,2.0,2.0,2,54.0
Dodda Nekkundi,1100.0,2.0,1.0,2,41.16
Koramangala,1180.0,2.0,1.0,2,128.0
Sarjapur  Road,1115.0,2.0,1.0,2,50.0
Bisuvanahalli,845.0,2.0,1.0,2,33.0
4th Block Jayanagar,1567.2,2.0,0.0,3,190.0
Channasandra,1310.0,2.0,2.0,3,45.0
Yelahanka,26136.0,1.0,0.0,1,150.0
Jyothi Nagar,959.0,2.0,1.0,2,42.5
8th Phase JP Nagar,1200.0,4.0,1.0,4,140.0
Kambipura,883.0,2.0,1.0,2,37.0
Rachenahalli,1050.0,2.0,2.0,2,55.5
Yelahanka,1390.0,2.0,2.0,2,70.21
Kenchenahalli,1280.0,2.0,2.0,3,69.0
Lingarajapuram,1280.0,5.0,3.0,7,150.0
Yelahanka,1614.0,3.0,2.0,3,95.0
Kasturi Nagar,1000.0,2.0,0.0,2,58.0
Marathahalli,1196.0,2.0,2.0,2,57.9
Sarjapur  Road,1220.0,3.0,2.0,3,57.0
Ambalipura,950.0,2.0,1.0,2,31.95
Akshaya Vana,1141.0,2.0,1.0,2,55.0
5th Phase JP Nagar,1200.0,2.0,2.0,2,51.0
Kasavanhalli,1380.0,2.0,2.0,3,55.0
Doddathoguru,855.0,2.0,1.0,2,32.0
Chandapura,645.0,1.0,1.0,1,16.45
Chandapura,922.0,2.0,1.0,2,36.0
Nagappa Reddy Layout,1200.0,2.0,2.0,2,43.2
Nagadevanahalli,1240.0,2.0,2.0,3,65.0
7th Phase JP Nagar,1070.0,2.0,2.0,2,42.0
Rajiv Gandhi Nagar,1293.0,2.0,2.0,2,75.0
R.T. Nagar,1380.0,2.0,1.0,3,50.0
Yelahanka New Town,1599.0,3.0,2.0,3,80.0
Nehru Nagar,967.0,2.0,2.0,2,41.1
Silver Springs Layout,1885.0,3.0,3.0,3,90.0
1st Block Koramangala,860.0,2.0,2.0,2,65.5
Yelahanka,1075.0,1.0,0.0,1,19.5
Sarjapur  Road,1050.0,2.0,1.0,2,63.5
Marathahalli,1595.0,3.0,2.0,3,88.0
Sarjapur  Road,1350.0,2.0,2.0,2,102.0
Hebbal,1204.0,2.0,2.0,2,45.0
Sarjapur  Road,1035.0,2.0,2.0,2,49.0
ITPL,1000.0,2.0,1.0,2,29.95
Sarjapur  Road,1457.0,3.0,3.0,3,85.0
Haralur Road,1194.0,2.0,2.0,2,47.0
Bannerghatta,1100.0,2.0,1.0,2,66.0
Whitefield,1655.0,3.0,3.0,3,120.0
Kanakpura Road,1691.2,3.0,1.0,3,115.0
Ramagondanahalli,1215.0,2.0,1.0,2,46.1
Kanakpura Road,1155.0,2.0,0.0,2,50.125
Hoodi,1639.0,3.0,2.0,3,129.0
Sarjapur  Road,1685.0,3.0,1.0,3,135.0
Kaveri Nagar,1008.0,4.0,2.0,5,180.0
Hormavu,1100.0,2.0,3.0,2,38.0
Marathahalli,2122.0,3.0,2.0,3,125.0
Vasanthapura,1050.0,2.0,2.0,2,47.0
Kengeri,1230.0,2.0,2.0,2,45.0
5th Phase JP Nagar,1240.0,3.0,2.0,3,60.0
Electronic City Phase II,1252.0,2.0,3.0,3,65.0
Canara Bank Colony,1374.0,2.0,2.0,3,88.0
8th Phase JP Nagar,500.0,1.0,1.0,1,30.0
Arekere,1200.0,8.0,2.0,8,225.0
Hebbal,1355.0,3.0,2.0,3,83.87
Banashankari,1040.0,2.0,3.0,2,45.0
Sarjapur  Road,1350.0,2.0,2.0,2,68.0
Whitefield,4003.0,6.0,3.0,4,300.0
Haralur Road,1560.0,3.0,1.0,3,90.0
Anandapura,1151.0,2.0,1.0,2,43.16
Uttarahalli,1360.0,2.0,2.0,3,47.59
Crimson Layout,1250.0,2.0,2.0,2,60.0
Chandapura,1110.0,2.0,2.0,3,29.97
Hennur Road,1015.0,2.0,2.0,2,50.0
Kadugodi,1351.0,2.0,2.0,3,78.0
Yelahanka New Town,960.0,2.0,2.0,2,50.0
Virat Nagar,1110.0,2.0,2.0,2,52.0
R.T. Nagar,1680.0,3.0,2.0,3,72.0
Arekere,2400.0,3.0,1.0,3,180.0
Yemlur,11000.0,5.0,3.0,4,2000.0
Ramamurthy Nagar Extension,1350.0,3.0,2.0,3,48.6
Horamavu Banaswadi,1254.0,2.0,2.0,2,47.0
Haralur Road,1255.0,3.0,2.0,3,115.0
CV Raman Nagar,1051.0,2.0,3.0,2,61.0
"2nd phase jp nagar, jp nagar",1200.0,3.0,1.0,3,205.0
Uttarahalli,1099.0,2.0,2.0,2,65.0
Hebbal,2650.0,4.0,3.0,3,199.0
Mathikere Extension,2000.0,2.0,1.0,4,160.0
Yeshwanthpur,1541.0,2.0,2.0,2,130.0
Sarjapur  Road,1200.0,3.0,2.0,3,70.0
Whitefield,1125.0,2.0,2.0,2,45.0
Vittasandra,1650.0,3.0,2.0,3,85.0
Ashwini layout,834.0,1.0,1.0,1,62.0
Gollarapalya Hosahalli,1320.0,3.0,2.0,3,60.0
Malleshpalya,1200.0,3.0,1.0,3,149.0
Indra Nagar,1000.0,7.0,0.0,8,160.0
Mysore Road,1500.0,3.0,2.0,3,74.0
Whitefield,4400.0,5.0,2.0,4,500.0
Moodalapalya,600.0,1.0,0.0,1,52.0
Whitefield,1180.0,2.0,2.0,2,70.0
Kadugodi,1010.0,2.0,1.0,2,50.0
Channasandra,1070.0,2.0,1.0,2,38.0
Choodasandra,1580.0,3.0,3.0,3,105.0
Iblur Village,1920.0,3.0,2.0,3,130.0
Sanjay nagar,1200.0,2.0,1.0,3,76.0
Kalena Agrahara,1040.0,2.0,2.0,2,45.0
Hulimavu,1430.0,2.0,2.0,3,90.0
Uttarahalli,1215.0,2.0,2.0,3,52.85
Domlur,650.0,1.0,1.0,1,70.0
Thanisandra,1564.0,3.0,1.0,3,105.0
Manonarayanapalya,800.0,2.0,1.0,3,52.0
Hormavu,750.0,2.0,0.0,2,58.0
Kasavanhalli,1200.0,2.0,2.0,2,60.0
Raja Rajeshwari Nagar,1128.0,2.0,1.0,2,48.79
Begur Road,1200.0,2.0,2.0,2,44.4
Cholanayakanahalli,2000.0,4.0,1.0,4,135.0
4th T block Jayanagar,2400.0,4.0,2.0,4,480.0
Yelahanka,1650.0,3.0,3.0,3,105.0
1st Block Jayanagar,1235.0,2.0,2.0,2,148.0
Yelahanka,1200.0,2.0,2.0,2,55.0
Kengeri Satellite Town,985.0,2.0,2.0,2,42.0
Ramagondanahalli,1475.0,2.0,2.0,3,63.0
Hebbal,3450.0,5.0,0.0,3,348.0
Sarjapur  Road,1157.0,2.0,1.0,3,53.99
Canara Bank Colony,900.0,2.0,3.0,2,35.0
Gottigere,2500.0,3.0,2.0,4,120.0
GM Palaya,1030.0,2.0,1.0,2,60.0
Kamdhenu Nagar,1000.0,2.0,1.0,2,46.0
Sarjapur  Road,3800.0,3.0,3.0,4,325.0
Kasavanhalli,4260.0,4.0,2.0,4,333.0
Brookefield,1950.0,6.0,3.0,5,175.0
Kudlu,1570.0,2.0,2.0,3,65.94
Kanakapura,1283.0,2.0,2.0,2,68.0
Electronic City Phase II,875.0,2.0,2.0,3,40.0
Vinayaka Nagar,1200.0,2.0,2.0,2,52.0
HAL 2nd Stage,2700.0,3.0,0.0,3,500.0
Konanakunte,2400.0,2.0,3.0,3,180.0
Kathriguppe,1250.0,2.0,2.0,3,68.75
Old Madras Road,3630.0,6.0,1.0,4,196.0
Yelahanka,990.0,2.0,2.0,2,37.62
Panathur,1199.0,2.0,1.0,2,85.0
Brindavan Nagar,1280.0,2.0,2.0,2,90.0
1st Block Jayanagar,2750.0,4.0,0.0,4,413.0
Reliaable Tranquil Layout,1190.0,2.0,1.0,2,55.0
Yelachenahalli,1100.0,2.0,2.0,2,60.0
RMV,2075.0,3.0,1.0,3,175.0
Harlur,1133.0,2.0,1.0,2,55.0
Somasundara Palya,2400.0,3.0,3.0,4,140.0
Whitefield,1280.0,2.0,2.0,2,69.0
Horamavu Agara,1250.0,3.0,2.0,3,65.0
Begur Road,1565.0,2.0,2.0,3,49.3
Pattanagere,1900.0,3.0,0.0,3,65.0
Munnekollal,1080.0,2.0,2.0,2,45.0
Battarahalli,600.0,1.0,0.0,1,47.0
Himagiri Meadows,1240.0,4.0,1.0,3,180.0
HRBR Layout,1335.0,2.0,1.0,3,87.0
Vittasandra,1246.0,2.0,1.0,2,67.3
Sarjapur  Road,1385.0,3.0,1.0,3,55.0
Govindpura,1578.0,3.0,1.0,3,73.9
HSR Layout,1140.0,2.0,2.0,2,46.0
Sarjapur  Road,1700.0,3.0,1.0,3,79.9
Ganganahalli,1050.0,4.0,0.0,4,90.0
Vidyaranyapura,1120.0,2.0,1.0,2,70.0
Electronic City,435.0,1.0,1.0,1,22.0
Magadi Road,1116.0,2.0,1.0,2,51.89
Old Madras Road,1480.0,3.0,2.0,3,95.0
Hormavu,1000.0,2.0,2.0,2,50.0
HSR Layout,1145.0,2.0,2.0,2,46.0
Bommasandra,800.0,1.0,1.0,2,32.0
Thanisandra,1265.0,2.0,1.0,2,83.0
Devanahalli,1700.0,3.0,0.0,3,88.2
Narayanappa Garden,1475.0,2.0,1.0,2,70.0
BTM 2nd Stage,1265.0,2.0,2.0,2,55.0
Anandapura,1200.0,2.0,0.0,2,58.0
1st Phase JP Nagar,2180.0,3.0,2.0,3,210.0
Brookefield,1080.0,2.0,3.0,2,50.0
Whitefield,2023.0,4.0,2.0,3,130.0
Hanumantha Nagar,2400.0,2.0,3.0,2,125.0
Kadubeesanahalli,1545.0,2.0,2.0,3,66.0
Kalena Agrahara,1804.0,3.0,2.0,3,166.0
3rd Block Hrbr Layout,1200.0,2.0,1.0,2,200.0
Hoodi,1108.0,2.0,1.0,2,74.23
Marathahalli,1730.0,3.0,2.0,3,115.0
RWF West Colony,1427.0,2.0,3.0,3,70.0
Yelahanka,935.0,2.0,1.0,2,35.53
Sarjapura - Attibele Road,1073.0,2.0,2.0,2,31.77
Ananth Nagar,960.0,2.0,3.0,2,37.0
Thigalarapalya,2215.0,4.0,2.0,3,150.0
Electronic City Phase II,1125.0,2.0,1.0,2,32.49
Brookefield,1230.0,2.0,3.0,2,55.0
7th Phase JP Nagar,1080.0,2.0,2.0,2,75.0
Marathahalli,1200.0,1.0,1.0,2,103.0
Uttarahalli,1590.0,3.0,2.0,3,58.0
Seetharampalya,1350.0,3.0,2.0,3,68.0
Raja Rajeshwari Nagar,1400.0,2.0,2.0,3,48.0
Kaggadasapura,1560.0,2.0,3.0,3,72.0
Mallasandra,1810.0,3.0,2.0,4,57.0
Kanaka Nagar,2274.24,4.0,1.0,3,160.0
Sonnenahalli,1484.0,3.0,1.0,3,74.18
Indira Nagar,1650.0,3.0,3.0,3,220.0
Stage-4 Bommanahalli,1455.0,2.0,2.0,3,55.0
Thanisandra,2280.0,4.0,2.0,3,184.0
Frazer Town,2079.0,3.0,3.0,3,220.0
Bharathi Nagar,1351.0,2.0,2.0,2,74.0
Kanakpura Road,1223.0,2.0,2.0,3,42.81
KR Puram,1430.0,2.0,1.0,3,61.0
Whitefield,3589.0,5.0,0.0,4,400.0
Electronic City Phase II,1310.0,2.0,2.0,3,37.83
Channasandra,1800.0,4.0,1.0,4,300.0
Giri Nagar,1120.0,4.0,2.0,4,175.0
Sarjapur  Road,984.0,2.0,1.0,2,55.0
Jalahalli,1770.0,3.0,3.0,3,100.0
Immadihalli,900.0,3.0,1.0,2,105.0
Ramamurthy Nagar,1350.0,5.0,1.0,5,120.0
Bhoganhalli,1447.0,2.0,1.0,2,75.97
Margondanahalli,1140.0,2.0,1.0,2,60.0
Bommanahalli,1170.0,2.0,3.0,2,34.0
Poorna Pragna Layout,1160.0,2.0,2.0,2,46.39
Kanakpura Road,1296.0,2.0,1.0,2,89.0
Kempapura,1570.0,3.0,2.0,3,80.0
Nagappa Reddy Layout,1495.0,2.0,2.0,3,65.0
Hoodi,1530.0,2.0,2.0,3,67.0
Rajaji Nagar,900.0,4.0,0.0,5,140.0
Gunjur,1800.0,3.0,1.0,3,70.0
Bellandur,1088.0,2.0,2.0,2,48.0
Hosa Road,1533.0,3.0,1.0,3,98.18
Rachenahalli,1100.0,2.0,1.0,2,68.0
Thubarahalli,1540.0,3.0,3.0,3,90.0
Hosa Road,1040.0,2.0,1.0,2,68.59
Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,1034.0,6.0,2.0,6,101.0
Begur Road,1260.0,2.0,1.0,2,39.69
Uttarahalli,1180.0,2.0,1.0,2,41.3
Thigalarapalya,1245.0,2.0,2.0,2,100.0
Dollars Colony,1350.0,3.0,0.0,3,75.0
KUDLU MAIN ROAD,1464.0,3.0,2.0,3,56.0
Alur,470.0,2.0,1.0,1,10.0
Vijayanagar,920.0,2.0,2.0,2,60.0
Vijay Nagar,2300.0,7.0,0.0,6,160.0
Sarjapur,1124.0,2.0,1.0,2,30.35
Yelahanka New Town,2095.0,3.0,1.0,4,109.0
Begur Road,1100.0,2.0,1.0,2,71.42
Vijayanagar,1019.0,2.0,1.0,2,58.0
Harlur,1756.0,3.0,2.0,3,128.0
Bommasandra,1280.0,3.0,1.0,3,50.0
Kenchenahalli,1200.0,3.0,2.0,4,125.0
Indira Nagar,1700.0,3.0,2.0,3,150.0
Whitefield,2134.0,4.0,2.0,3,118.0
Hosa Road,1369.1,2.0,1.0,2,98.0
Subramanyapura,600.0,3.0,1.0,3,69.0
Carmelaram,2515.0,4.0,3.0,3,155.0
Thigalarapalya,2215.0,4.0,2.0,3,154.0
Basapura,1440.0,3.0,2.0,3,72.0
Hennur Road,1186.0,2.0,2.0,3,55.33
Uttarahalli,1350.0,2.0,2.0,3,47.24
Hebbal,1800.0,3.0,2.0,3,140.0
Kudlu,1600.0,3.0,3.0,3,79.0
GM Palaya,1000.0,2.0,1.0,2,35.0
Cunningham Road,2275.0,3.0,3.0,3,285.0
Banashankari Stage III,1305.0,2.0,1.0,3,59.0
Binny Pete,1740.0,3.0,1.0,3,150.0
Malleshwaram,900.0,2.0,1.0,2,90.0
Benson Town,1567.0,3.0,0.0,2,140.0
Kambipura,1082.0,2.0,1.0,3,45.5
Nagarbhavi,1050.0,2.0,1.0,2,80.0
Atmananda Colony,1200.0,2.0,1.0,2,56.0
Begur,3500.0,4.0,2.0,3,185.0
Dasarahalli,1220.0,2.0,2.0,2,52.0
Binny Pete,1970.0,3.0,2.0,3,164.0
CMH Road,2665.0,3.0,1.0,3,350.0
Kanakapura,2130.0,4.0,0.0,4,120.0
Harlur,1749.0,3.0,2.0,3,120.0
Subramanyapura,1260.0,2.0,1.0,2,108.0
6th Phase JP Nagar,1170.0,2.0,2.0,2,120.0
Ankappa Layout,1670.0,3.0,2.0,3,75.0
Hennur Road,2264.0,3.0,2.0,3,168.0
Begur,1100.0,2.0,2.0,2,55.0
Chandapura,674.0,1.0,1.0,2,19.9
Koramangala,1320.0,2.0,1.0,2,160.0
Vishveshwarya Layout,600.0,4.0,2.0,4,85.0
Electronics City Phase 1,1125.0,2.0,2.0,2,65.0
Nagavara,1125.0,2.0,2.0,2,44.5
Baba Nagar,700.0,2.0,1.0,2,29.0
BTM Layout,1300.0,2.0,1.0,3,75.0
JP Nagar,1600.0,3.0,2.0,3,83.0
Magadi Road,1052.0,2.0,1.0,3,60.0
Neelasandra,1140.0,3.0,1.0,4,145.0
 Devarachikkanahalli,1130.0,2.0,2.0,2,36.0
Yediyur,1140.0,3.0,2.0,4,225.0
BTM 2nd Stage,2200.0,3.0,3.0,3,220.0
Electronic City,1500.0,2.0,1.0,3,63.0
Old Madras Road,1350.0,3.0,1.0,3,47.25
Gottigere,1230.0,2.0,2.0,3,52.0
Haralur Road,1520.0,2.0,2.0,3,85.0
Kanakpura Road,525.0,1.0,1.0,1,26.25
Hosa Road,1040.0,2.0,1.0,2,61.0
Upadhyaya Layout,1300.0,2.0,1.0,3,67.0
Old Airport Road,2690.0,4.0,3.0,4,201.0
Domlur,780.0,1.0,1.0,1,70.0
Panathur,1140.0,2.0,1.0,2,51.2
Chandapura,1225.0,3.0,1.0,3,33.08
Nagavarapalya,646.0,1.0,0.0,1,25.84
Cox Town,1600.0,3.0,1.0,3,150.0
Kadugodi,1890.0,4.0,3.0,3,125.0
Kadugodi,1050.0,2.0,1.0,2,34.0
Ittamadu,1200.0,4.0,2.0,6,100.0
Whitefield,1458.0,2.0,2.0,3,62.0
Naganathapura,1200.0,6.0,0.0,5,86.0
Green Glen Layout,1970.0,3.0,2.0,3,160.0
Whitefield,1808.0,4.0,0.0,3,80.0
Balagere,1007.0,2.0,1.0,2,67.0
Doddathoguru,1105.0,2.0,1.0,2,50.0
Lakshminarayana Pura,1700.0,3.0,3.0,3,150.0
Raja Rajeshwari Nagar,1170.0,2.0,3.0,2,50.0
Chandapura,1080.0,2.0,3.0,2,45.0
Kaggalipura,1150.0,2.0,1.0,3,62.0
Ramamurthy Nagar,1200.0,2.0,1.0,2,57.9
Jakkuru Layout,1200.0,2.0,1.0,2,54.0
Kudlu Gate,1656.0,3.0,2.0,3,75.0
bsk 6th stage 2ad block near sri conversation hall,600.0,4.0,2.0,4,87.0
KR Puram,1040.0,2.0,2.0,2,50.0
Hosur Road,1085.0,2.0,2.0,2,33.7
Virat Nagar,1215.0,2.0,2.0,3,49.75
NRI Layout,2150.0,4.0,2.0,4,115.0
Hoodi,1100.0,4.0,1.0,4,120.0
Panathur,1210.0,2.0,1.0,2,77.0
Kallumantapa,1050.0,2.0,1.0,2,55.0
"Annapoorneshwari Layout, JP nagar 7th phase",600.0,3.0,1.0,3,70.0
Iblur Village,1920.0,3.0,2.0,3,150.0
Uttarahalli,1250.0,2.0,1.0,3,50.0
Mysore Road,947.55,2.0,1.0,2,80.0
Malleshpalya,1421.0,2.0,1.0,2,90.0
Mudalpalaya,1050.0,4.0,2.0,6,155.0
Old Madras Road,1425.0,2.0,2.0,3,74.31
Budigere,1162.0,2.0,1.0,2,58.0
Whitefield,905.0,1.0,1.0,1,60.0
Sarjapur  Road,914.0,2.0,1.0,2,32.0
elachenahalli,1258.0,2.0,0.0,2,58.0
CV Raman Nagar,1100.0,4.0,2.0,4,220.0
Hormavu,3500.0,4.0,1.0,4,289.0
Whitefield,1537.0,2.0,3.0,3,70.0
Chikkalasandra,1230.0,2.0,2.0,3,53.51
B K Nagar,2400.0,5.0,2.0,6,300.0
Malleshwaram,2250.0,3.0,1.0,3,200.0
Hosur Road,2000.0,4.0,1.0,4,69.0
Vivek Nagar,3000.0,4.0,3.0,8,130.0
Kumaraswami Layout,2600.0,4.0,0.0,4,325.0
Indira Nagar,3200.0,3.0,2.0,4,250.0
Anjanapura,950.0,2.0,0.0,2,32.0
Yelahanka,1282.0,2.0,1.0,3,48.72
Banashankari Stage III,1304.0,2.0,0.0,2,111.0
7th Phase JP Nagar,2100.0,3.0,2.0,3,200.0
Jakkur,1220.0,2.0,2.0,3,49.0
Budigere,1636.0,3.0,2.0,3,85.0
7th Phase JP Nagar,1415.0,3.0,1.0,3,65.0
Green Glen Layout,1728.0,3.0,2.0,3,125.0
7th Phase JP Nagar,1680.0,3.0,3.0,3,125.0
